Time (s),CH1 Current (A),CH1 Voltage (V)
0:02:46.968946,0.38,7.5
0:02:47.170774,0.37,7.5
0:02:47.371760,0.37,7.5
0:02:47.587107,0.37,7.5
0:02:47.788907,0.37,7.5
0:02:47.989172,0.37,7.5
0:02:48.191178,0.37,7.5
0:02:48.393103,0.37,7.5
0:02:48.607262,0.37,7.5
0:02:48.807356,0.37,7.5
0:02:49.021743,0.37,7.5
0:02:49.225825,0.37,7.5
0:02:49.438170,0.37,7.5
0:02:49.645175,0.37,7.5
0:02:49.846198,0.37,7.5
0:02:50.060937,0.37,7.5
0:02:50.262234,0.37,7.5
0:02:50.462241,0.37,7.5
0:02:50.662463,0.41,7.5
0:02:50.877396,0.41,7.5
0:02:51.092828,0.41,7.5
0:02:51.295463,0.62,7.5
0:02:51.495830,0.6,7.5
0:02:51.696008,0.6,7.5
0:02:51.897042,0.6,7.5
0:02:52.100019,0.48,7.5
0:02:52.300439,0.38,7.5
0:02:52.502497,0.38,7.5
0:02:52.707101,0.39,7.5
0:02:52.907869,0.39,7.5
0:02:53.109535,0.39,7.5
0:02:53.310528,0.39,7.5
0:02:53.511857,0.39,7.5
0:02:53.713185,0.39,7.5
0:02:53.914344,0.39,7.5
0:02:54.115780,0.39,7.5
0:02:54.316101,0.39,7.5
0:02:54.518943,0.39,7.5
0:02:54.733734,0.38,7.5
0:02:54.936157,0.38,7.5
0:02:55.137759,0.38,7.5
0:02:55.342012,0.38,7.5
0:02:55.557431,0.38,7.5
0:02:55.771346,0.38,7.5
0:02:55.985009,0.38,7.5
0:02:56.186020,0.37,7.5
0:02:56.386752,0.38,7.5
0:02:56.600462,0.37,7.5
0:02:56.802777,0.37,7.5
0:02:57.005220,0.37,7.5
0:02:57.219979,0.37,7.5
0:02:57.432954,0.37,7.5
0:02:57.637050,0.37,7.5
0:02:57.838760,0.37,7.5
0:02:58.041554,0.37,7.5
0:02:58.256189,0.37,7.5
0:02:58.457498,0.37,7.5
0:02:58.671947,0.38,7.5
0:02:58.874186,0.38,7.5
0:02:59.074904,0.38,7.5
0:02:59.279356,0.38,7.5
0:02:59.480062,0.38,7.5
0:02:59.681224,0.38,7.5
0:02:59.881533,0.38,7.5
0:03:00.096169,0.43,7.5
0:03:00.297606,0.42,7.5
0:03:00.498929,0.42,7.5
0:03:00.699325,0.42,7.5
0:03:00.899345,0.42,7.5
0:03:01.101948,0.42,7.5
0:03:01.302863,0.42,7.5
0:03:01.506172,0.42,7.5
0:03:01.707391,0.42,7.5
0:03:01.908179,0.42,7.5
0:03:02.108413,0.42,7.5
0:03:02.310020,0.42,7.5
0:03:02.510990,0.42,7.5
0:03:02.713112,0.41,7.5
0:03:02.928013,0.41,7.5
0:03:03.129750,0.41,7.5
0:03:03.330715,0.41,7.5
0:03:03.532944,0.41,7.5
0:03:03.735201,0.36,7.5
0:03:03.937844,0.36,7.5
0:03:04.140297,0.4,7.5
0:03:04.355647,0.0,7.5
0:03:04.570330,0.0,7.5
0:03:04.785008,0.0,7.5
0:03:04.989026,0.0,7.5
0:03:05.191252,0.0,7.5
0:03:05.392166,0.0,7.5
0:03:05.593755,0.0,7.5
0:03:05.793932,0.0,7.5
0:03:05.996830,0.0,7.5
0:03:06.198107,0.0,7.5
0:03:06.411963,0.01,7.5
0:03:06.612020,0.01,7.5
0:03:06.813513,0.0,7.5
0:03:07.028550,0.0,7.5
0:03:07.228983,0.0,7.5
0:03:07.429685,0.01,7.5
0:03:07.631829,0.01,7.5
0:03:07.834156,0.0,7.5
0:03:08.035159,0.0,7.5
0:03:08.239297,0.0,7.5
0:03:08.440579,0.0,7.5
0:03:08.641837,0.0,7.5
0:03:08.843287,0.0,7.5
0:03:09.043340,0.0,7.5
0:03:09.246182,0.0,7.5
0:03:09.447405,0.0,7.5
0:03:09.648917,0.01,7.5
0:03:09.850327,0.01,7.5
0:03:10.052997,0.0,7.5
0:03:10.254321,0.0,7.5
0:03:10.458027,0.0,7.5
0:03:10.672886,0.0,7.5
0:03:10.873908,0.0,7.5
0:03:11.075064,0.0,7.5
0:03:11.275164,0.0,7.5
0:03:11.475423,0.0,7.5
0:03:11.678101,0.0,7.5
0:03:11.880955,0.0,7.5
0:03:12.083176,0.0,7.5
0:03:12.298896,0.0,7.5
0:03:12.512000,0.0,7.5
0:03:12.714957,0.0,7.5
0:03:12.917840,0.0,7.5
0:03:13.118916,0.0,7.5
0:03:13.321350,0.0,7.5
0:03:13.523115,0.0,7.5
0:03:13.724065,0.0,7.5
0:03:13.938735,0.0,7.5
0:03:14.138940,0.01,7.5
0:03:14.341034,0.0,7.5
0:03:14.544859,0.0,7.5
0:03:14.745016,0.01,7.5
0:03:14.946455,0.01,7.5
0:03:15.161339,0.0,7.5
0:03:15.361833,0.0,7.5
0:03:15.577164,0.0,7.5
0:03:15.778231,0.0,7.5
0:03:15.980261,0.0,7.5
0:03:16.180733,0.0,7.5
0:03:16.381998,0.0,7.5
0:03:16.584224,0.01,7.5
0:03:16.787953,0.01,7.5
0:03:16.990261,0.0,7.5
0:03:17.193639,0.0,7.5
0:03:17.396196,0.01,7.5
0:03:17.611024,0.01,7.5
0:03:17.812203,0.0,7.5
0:03:18.014943,0.01,7.5
0:03:18.229478,0.0,7.5
0:03:18.431025,0.0,7.5
0:03:18.632767,0.0,7.5
0:03:18.833080,0.01,7.5
0:03:19.036154,0.0,7.5
0:03:19.250649,0.0,7.5
0:03:19.451649,0.0,7.5
0:03:19.653438,0.0,7.5
0:03:19.854463,0.0,7.5
0:03:20.069460,0.0,7.5
0:03:20.270974,0.0,7.5
0:03:20.471974,0.0,7.5
0:03:20.675525,0.01,7.5
0:03:20.877531,0.0,7.5
0:03:21.080773,0.0,7.5
0:03:21.282822,0.0,7.5
0:03:21.485856,0.01,7.5
0:03:21.685857,0.0,7.5
0:03:21.890857,0.0,7.5
0:03:22.094865,0.0,7.5
0:03:22.296126,0.01,7.5
0:03:22.500794,0.0,7.5
0:03:22.716677,0.01,7.5
0:03:22.916762,0.01,7.5
0:03:23.119809,0.0,7.5
0:03:23.320989,0.0,7.5
0:03:23.523191,0.0,7.5
0:03:23.725371,0.0,7.5
0:03:23.929381,0.0,7.5
0:03:24.133385,0.0,7.5
0:03:24.335386,0.0,7.5
0:03:24.536944,0.0,7.5
0:03:24.739873,0.0,7.5
0:03:24.941950,0.0,7.5
0:03:25.144873,0.01,7.5
0:03:25.346870,0.0,7.5
0:03:25.547873,0.01,7.5
0:03:25.748012,0.01,7.5
0:03:25.951013,0.0,7.5
0:03:26.153106,0.0,7.5
0:03:26.355031,0.0,7.5
0:03:26.556104,0.0,7.5
0:03:26.760038,0.0,7.5
0:03:26.961583,0.0,7.5
0:03:27.165585,0.0,7.5
0:03:27.369629,0.0,7.5
0:03:27.571703,0.0,7.5
0:03:27.775316,0.0,7.5
0:03:27.980144,0.0,7.5
0:03:28.182663,0.0,7.5
0:03:28.382891,0.0,7.5
0:03:28.585065,0.0,7.5
0:03:28.786068,0.01,7.5
0:03:28.990062,0.0,7.5
0:03:29.204803,0.0,7.5
0:03:29.405805,0.01,7.5
0:03:29.607811,0.0,7.5
0:03:29.809374,0.01,7.5
0:03:30.011424,0.01,7.5
0:03:30.214443,0.01,7.5
0:03:30.417275,0.0,7.5
0:03:30.620859,0.0,7.5
0:03:30.823453,0.0,7.5
0:03:31.025548,0.0,7.5
0:03:31.226210,0.0,7.5
0:03:31.427273,0.0,7.5
0:03:31.629954,0.0,7.5
0:03:31.831300,0.0,7.5
0:03:32.035371,0.0,7.5
0:03:32.237760,0.0,7.5
0:03:32.439964,0.0,7.5
0:03:32.644439,0.0,7.5
0:03:32.845135,0.0,7.5
0:03:33.048925,0.0,7.5
0:03:33.250792,0.01,7.5
0:03:33.452993,0.0,7.5
0:03:33.654940,0.0,7.5
0:03:33.867782,0.0,7.5
0:03:34.070515,0.0,7.5
0:03:34.271555,0.0,7.5
0:03:34.473118,0.0,7.5
0:03:34.674325,0.0,7.5
0:03:34.876256,0.0,7.5
0:03:35.078025,0.0,7.5
0:03:35.279725,0.0,7.5
0:03:35.481254,0.0,7.5
0:03:35.682273,0.0,7.5
0:03:35.885118,0.0,7.5
0:03:36.085209,0.0,7.5
0:03:36.286090,0.0,7.5
0:03:36.489047,0.0,7.5
0:03:36.703704,0.0,7.5
0:03:36.904532,0.0,7.5
0:03:37.106079,0.0,7.5
0:03:37.306080,0.0,7.5
0:03:37.507227,0.0,7.5
0:03:37.712548,0.0,7.5
0:03:37.916324,0.0,7.5
0:03:38.117925,0.0,7.5
0:03:38.332636,0.0,7.5
0:03:38.536864,0.0,7.5
0:03:38.737045,0.0,7.5
0:03:38.938231,0.0,7.5
0:03:39.141020,0.0,7.5
0:03:39.356567,0.0,7.5
0:03:39.559444,0.0,7.5
0:03:39.761046,0.0,7.5
0:03:39.961360,0.0,7.5
0:03:40.162583,0.0,7.5
0:03:40.365187,0.0,7.5
0:03:40.579027,0.0,7.5
0:03:40.779290,0.0,7.5
0:03:40.979734,0.0,7.5
0:03:41.182033,0.0,7.5
0:03:41.384953,0.0,7.5
0:03:41.589170,0.0,7.5
0:03:41.790252,0.0,7.5
0:03:41.992240,0.0,7.5
0:03:42.192870,0.0,7.5
0:03:42.395387,0.0,7.5
0:03:42.610265,0.0,7.5
0:03:42.812094,0.0,7.5
0:03:43.026125,0.0,7.5
0:03:43.226947,0.0,7.5
0:03:43.442910,0.0,7.5
0:03:43.644119,0.0,7.5
0:03:43.845667,0.0,7.5
0:03:44.059228,0.0,7.5
0:03:44.259744,0.0,7.5
0:03:44.461453,0.0,7.5
0:03:44.677065,0.0,7.5
0:03:44.892030,0.0,7.5
0:03:45.106719,0.0,7.5
0:03:45.308794,0.0,7.5
0:03:45.510523,0.0,7.5
0:03:45.713624,0.0,7.5
0:03:45.915646,0.0,7.5
0:03:46.117499,0.0,7.5
0:03:46.319012,0.0,7.5
0:03:46.520451,0.0,7.5
0:03:46.723763,0.0,7.5
0:03:46.927427,0.0,7.5
0:03:47.130385,0.0,7.5
0:03:47.332983,0.0,7.5
0:03:47.535953,0.01,7.5
0:03:47.750339,0.01,7.5
0:03:47.952806,0.0,7.5
0:03:48.157329,0.0,7.5
0:03:48.358973,0.0,7.5
0:03:48.559402,0.0,7.5
0:03:48.760231,0.0,7.5
0:03:48.964176,0.0,7.5
0:03:49.164763,0.0,7.5
0:03:49.366174,0.0,7.5
0:03:49.581004,0.0,7.5
0:03:49.781365,0.0,7.5
0:03:49.985259,0.0,7.5
0:03:50.186091,0.01,7.5
0:03:50.387120,0.01,7.5
0:03:50.587200,0.0,7.5
0:03:50.788378,0.0,7.5
0:03:50.989026,0.0,7.5
0:03:51.194046,0.0,7.5
0:03:51.394306,0.0,7.5
0:03:51.598086,0.0,7.5
0:03:51.798913,0.0,7.5
0:03:52.013015,0.0,7.5
0:03:52.215253,0.0,7.5
0:03:52.417454,0.0,7.5
0:03:52.618731,0.0,7.5
0:03:52.833077,0.0,7.5
0:03:53.034247,0.0,7.5
0:03:53.237168,0.0,7.5
0:03:53.442703,0.0,7.5
0:03:53.644103,0.0,7.5
0:03:53.846025,0.0,7.5
0:03:54.046120,0.0,7.5
0:03:54.246238,0.0,7.5
0:03:54.449216,0.0,7.5
0:03:54.651840,0.0,7.5
0:03:54.852866,0.0,7.5
0:03:55.054868,0.0,7.5
0:03:55.270146,0.0,7.5
0:03:55.485168,0.0,7.5
0:03:55.688159,0.0,7.5
0:03:55.890642,0.0,7.5
0:03:56.093406,0.0,7.5
0:03:56.294180,0.0,7.5
0:03:56.494323,0.0,7.5
0:03:56.696261,0.0,7.5
0:03:56.898479,0.0,7.5
0:03:57.098926,0.0,7.5
0:03:57.299479,0.0,7.5
0:03:57.501452,0.0,7.5
0:03:57.702444,0.0,7.5
0:03:57.906062,0.0,7.5
0:03:58.106101,0.0,7.5
0:03:58.308487,0.0,7.5
0:03:58.510202,0.0,7.5
0:03:58.713372,0.0,7.5
0:03:58.915380,0.0,7.5
0:03:59.119380,0.0,7.5
0:03:59.323985,0.0,7.5
0:03:59.530011,0.0,7.5
0:03:59.732688,0.0,7.5
0:03:59.934299,0.0,7.5
0:04:00.138207,0.0,7.5
0:04:00.354201,0.0,7.5
0:04:00.559204,0.0,7.5
0:04:00.773201,0.0,7.5
0:04:00.976201,0.0,7.5
0:04:01.178194,0.0,7.5
0:04:01.379574,0.0,7.5
0:04:01.579779,0.0,7.5
0:04:01.785779,0.0,7.5
0:04:01.990779,0.0,7.5
0:04:02.193866,0.0,7.5
0:04:02.395873,0.0,7.5
0:04:02.610085,0.0,7.5
0:04:02.811990,0.01,7.5
0:04:03.027208,0.0,7.5
0:04:03.232417,0.0,7.5
0:04:03.432441,0.0,7.5
0:04:03.634299,0.0,7.5
0:04:03.847314,0.0,7.5
0:04:04.049578,0.0,7.5
0:04:04.265188,0.0,7.5
0:04:04.468988,0.0,7.5
0:04:04.671995,0.0,7.5
0:04:04.874290,0.0,7.5
0:04:05.077891,0.0,7.5
0:04:05.278932,0.0,7.5
0:04:05.493011,0.0,7.5
0:04:05.695312,0.0,7.5
0:04:05.908946,0.01,7.5
0:04:06.109958,0.0,7.5
0:04:06.310264,0.01,7.5
0:04:06.525269,0.01,7.5
0:04:06.728362,0.0,7.5
0:04:06.929290,0.0,7.5
0:04:07.131008,0.0,7.5
0:04:07.333370,0.0,7.5
0:04:07.534016,0.0,7.5
0:04:07.735012,0.0,7.5
0:04:07.937769,0.0,7.5
0:04:08.138759,0.0,7.5
0:04:08.339998,0.0,7.5
0:04:08.541075,0.04,7.5
0:04:08.743068,0.04,7.5
0:04:08.943252,0.04,7.5
0:04:09.148971,0.04,7.5
0:04:09.349672,0.04,7.5
0:04:09.552519,0.04,7.5
0:04:09.756457,0.04,7.5
0:04:09.957769,0.04,7.5
0:04:10.158337,0.04,7.5
0:04:10.358930,0.01,7.5
0:04:10.574105,0.01,7.5
0:04:10.789273,0.0,7.5
0:04:10.992791,0.0,7.5
0:04:11.194061,0.01,7.5
0:04:11.397764,0.0,7.5
0:04:11.598228,0.0,7.5
0:04:11.798966,0.0,7.5
0:04:12.001305,0.0,7.5
0:04:12.202306,0.0,7.5
0:04:12.405394,0.0,7.5
0:04:12.607489,0.0,7.5
0:04:12.807968,0.0,7.5
0:04:13.008924,0.0,7.5
0:04:13.211026,0.0,7.5
0:04:13.413567,0.0,7.5
0:04:13.613798,0.0,7.5
0:04:13.814003,0.0,7.5
0:04:14.015032,0.0,7.5
0:04:14.230027,0.0,7.5
0:04:14.430452,0.0,7.5
0:04:14.631506,0.0,7.5
0:04:14.835262,0.0,7.5
0:04:15.050152,0.0,7.5
0:04:15.253350,0.0,7.5
0:04:15.468169,0.0,7.5
0:04:15.670129,0.0,7.5
0:04:15.885650,0.0,7.5
0:04:16.089314,0.0,7.5
0:04:16.291252,0.0,7.5
0:04:16.494022,0.01,7.5
0:04:16.695019,0.0,7.5
0:04:16.895543,0.0,7.5
0:04:17.098032,0.0,7.5
0:04:17.313155,0.0,7.5
0:04:17.514777,0.0,7.5
0:04:17.716043,0.0,7.5
0:04:17.918421,0.01,7.5
0:04:18.121937,0.01,7.5
0:04:18.322475,0.0,7.5
0:04:18.524490,0.0,7.5
0:04:18.725189,0.0,7.5
0:04:18.927010,0.0,7.5
0:04:19.128766,0.0,7.5
0:04:19.329832,0.0,7.5
0:04:19.532059,0.0,7.5
0:04:19.734302,0.0,7.5
0:04:19.934862,0.01,7.5
0:04:20.138031,0.0,7.5
0:04:20.339845,0.0,7.5
0:04:20.540956,0.0,7.5
0:04:20.743321,0.0,7.5
0:04:20.946186,0.0,7.5
0:04:21.160006,0.0,7.5
0:04:21.362350,0.01,7.5
0:04:21.564288,0.01,7.5
0:04:21.765186,0.0,7.5
0:04:21.980123,0.0,7.5
0:04:22.194920,0.0,7.5
0:04:22.394923,0.0,7.5
0:04:22.597060,0.0,7.5
0:04:22.797379,0.0,7.5
0:04:22.999963,0.0,7.5
0:04:23.200891,0.0,7.5
0:04:23.414874,0.0,7.5
0:04:23.629884,0.0,7.5
0:04:23.831375,0.0,7.5
0:04:24.033356,0.0,7.5
0:04:24.235205,0.0,7.5
0:04:24.435840,0.0,7.5
0:04:24.638420,0.0,7.5
0:04:24.838761,0.01,7.5
0:04:25.041826,0.0,7.5
0:04:25.243564,0.0,7.5
0:04:25.456214,0.0,7.5
0:04:25.658263,0.0,7.5
0:04:25.873760,0.01,7.5
0:04:26.074553,0.0,7.5
0:04:26.275912,0.0,7.5
0:04:26.478784,0.0,7.5
0:04:26.680438,0.0,7.5
0:04:26.882863,0.01,7.5
0:04:27.086196,0.01,7.5
0:04:27.287232,0.0,7.5
0:04:27.501821,0.0,7.5
0:04:27.716906,0.0,7.5
0:04:27.918789,0.0,7.5
0:04:28.120013,0.0,7.5
0:04:28.324216,0.0,7.5
0:04:28.525617,0.0,7.5
0:04:28.740210,0.0,7.5
0:04:28.940434,0.0,7.5
0:04:29.140441,0.0,7.5
0:04:29.340966,0.0,7.5
0:04:29.541249,0.0,7.5
0:04:29.745269,0.0,7.5
0:04:29.946311,0.0,7.5
0:04:30.147207,0.0,7.5
0:04:30.347410,0.0,7.5
0:04:30.548915,0.01,7.5
0:04:30.750698,0.01,7.5
0:04:30.953427,0.0,7.5
0:04:31.154950,0.0,7.5
0:04:31.359008,0.0,7.5
0:04:31.573989,0.0,7.5
0:04:31.776195,0.0,7.5
0:04:31.977410,0.0,7.5
0:04:32.179861,0.0,7.5
0:04:32.381962,0.0,7.5
0:04:32.583003,0.0,7.5
0:04:32.785237,0.0,7.5
0:04:32.986119,0.01,7.5
0:04:33.187946,0.0,7.5
0:04:33.389105,0.0,7.5
0:04:33.591744,0.0,7.5
0:04:33.792494,0.0,7.5
0:04:33.992965,0.0,7.5
0:04:34.194032,0.0,7.5
0:04:34.404067,0.0,7.5
0:04:34.610495,0.0,7.5
0:04:34.812555,0.0,7.5
0:04:35.014489,0.0,7.5
0:04:35.229869,0.0,7.5
0:04:35.431064,0.0,7.5
0:04:35.632597,0.0,7.5
0:04:35.836531,0.0,7.5
0:04:36.040085,0.0,7.5
0:04:36.244026,0.0,7.5
0:04:36.449010,0.0,7.5
0:04:36.661984,0.0,7.5
0:04:36.864771,0.0,7.5
0:04:37.066193,0.0,7.5
0:04:37.269012,0.0,7.5
0:04:37.473210,0.0,7.5
0:04:37.674199,0.0,7.5
0:04:37.877262,0.0,7.5
0:04:38.078951,0.0,7.5
0:04:38.278963,0.0,7.5
0:04:38.481728,0.0,7.5
0:04:38.696932,0.0,7.5
0:04:38.902302,0.0,7.5
0:04:39.104147,0.0,7.5
0:04:39.307429,0.0,7.5
0:04:39.508695,0.0,7.5
0:04:39.708906,0.0,7.5
0:04:39.910325,0.0,7.5
0:04:40.114760,0.0,7.5
0:04:40.318921,0.0,7.5
0:04:40.520369,0.0,7.5
0:04:40.720901,0.0,7.5
0:04:40.921039,0.0,7.5
0:04:41.121782,0.0,7.5
0:04:41.336970,0.0,7.5
0:04:41.551811,0.0,7.5
0:04:41.767092,0.0,7.5
0:04:41.968901,0.0,7.5
0:04:42.168915,0.0,7.5
0:04:42.372050,0.0,7.5
0:04:42.572593,0.0,7.5
0:04:42.774087,0.0,7.5
0:04:42.975170,0.0,7.5
0:04:43.175342,0.0,7.5
0:04:43.377760,0.0,7.5
0:04:43.578944,0.0,7.5
0:04:43.781358,0.0,7.5
0:04:43.982817,0.0,7.5
0:04:44.184017,0.0,7.5
0:04:44.385413,0.0,7.5
0:04:44.586914,0.0,7.5
0:04:44.790017,0.0,7.5
0:04:44.990063,0.0,7.5
0:04:45.191440,0.0,7.5
0:04:45.392906,0.0,7.5
0:04:45.593056,0.0,7.5
0:04:45.795778,0.0,7.5
0:04:45.995912,0.0,7.5
0:04:46.196662,0.0,7.5
0:04:46.399906,0.0,7.5
0:04:46.600840,0.0,7.5
0:04:46.802330,0.0,7.5
0:04:47.017917,0.0,7.5
0:04:47.219785,0.0,7.5
0:04:47.422839,0.0,7.5
0:04:47.624500,0.0,7.5
0:04:47.827462,0.0,7.5
0:04:48.030502,0.0,7.5
0:04:48.232626,0.0,7.5
0:04:48.437673,0.0,7.5
0:04:48.640728,0.0,7.5
0:04:48.842518,0.0,7.5
0:04:49.044170,0.0,7.5
0:04:49.246266,0.0,7.5
0:04:49.447172,0.0,7.5
0:04:49.649437,0.0,7.5
0:04:49.864028,0.0,7.5
0:04:50.064167,0.0,7.5
0:04:50.266630,0.0,7.5
0:04:50.468163,0.0,7.5
0:04:50.668798,0.0,7.5
0:04:50.871337,0.0,7.5
0:04:51.072244,0.0,7.5
0:04:51.275555,0.0,7.5
0:04:51.476788,0.0,7.5
0:04:51.691916,0.0,7.5
0:04:51.892860,0.0,7.5
0:04:52.093947,0.0,7.5
0:04:52.295483,0.0,7.5
0:04:52.497016,0.0,7.5
0:04:52.699969,0.0,7.5
0:04:52.901759,0.0,7.5
0:04:53.101807,0.0,7.5
0:04:53.305100,0.0,7.5
0:04:53.507378,0.0,7.5
0:04:53.710025,0.0,7.5
0:04:53.925195,0.0,7.5
0:04:54.127748,0.01,7.5
0:04:54.328923,0.0,7.5
0:04:54.543365,0.01,7.5
0:04:54.746182,0.01,7.5
0:04:54.960732,0.0,7.5
0:04:55.162873,0.0,7.5
0:04:55.363216,0.0,7.5
0:04:55.564591,0.0,7.5
0:04:55.768231,0.0,7.5
0:04:55.968912,0.0,7.5
0:04:56.182675,0.0,7.5
0:04:56.383249,0.0,7.5
0:04:56.597580,0.0,7.5
0:04:56.799187,0.0,7.5
0:04:57.001413,0.0,7.5
0:04:57.204962,0.0,7.5
0:04:57.406261,0.0,7.5
0:04:57.607628,0.0,7.5
0:04:57.808933,0.0,7.5
0:04:58.013362,0.0,7.5
0:04:58.216872,0.0,7.5
0:04:58.417460,0.0,7.5
0:04:58.620025,0.0,7.5
0:04:58.822349,0.0,7.5
0:04:59.026101,0.0,7.5
0:04:59.229847,0.0,7.5
0:04:59.443439,0.0,7.5
0:04:59.648622,0.0,7.5
0:04:59.849723,0.0,7.5
0:05:00.065118,0.04,7.5
0:05:00.267146,0.33,7.5
0:05:00.468934,0.33,7.5
0:05:00.669712,0.55,7.5
0:05:00.882910,0.59,7.5
0:05:01.097736,0.58,7.5
0:05:01.312143,0.58,7.5
0:05:01.526889,0.59,7.5
0:05:01.727413,0.57,7.5
0:05:01.929916,0.57,7.5
0:05:02.131036,0.57,7.5
0:05:02.346100,0.58,7.5
0:05:02.546108,0.58,7.5
0:05:02.759992,0.58,7.5
0:05:02.961146,0.58,7.5
0:05:03.164102,0.57,7.5
0:05:03.366197,0.48,7.5
0:05:03.582299,0.48,7.5
0:05:03.783276,0.48,7.5
0:05:03.983438,0.48,7.5
0:05:04.184140,0.48,7.5
0:05:04.398035,0.48,7.5
0:05:04.599965,0.48,7.5
0:05:04.801995,0.48,7.5
0:05:05.004023,0.48,7.5
0:05:05.204090,0.48,7.5
0:05:05.418402,0.48,7.5
0:05:05.620363,0.48,7.5
0:05:05.822272,0.53,7.5
0:05:06.024257,0.53,7.5
0:05:06.239166,0.53,7.5
0:05:06.439217,0.53,7.5
0:05:06.654008,0.51,7.5
0:05:06.868001,0.54,7.5
0:05:07.069762,0.54,7.5
0:05:07.270165,0.54,7.5
0:05:07.470226,0.42,7.5
0:05:07.673381,0.43,7.5
0:05:07.874389,0.43,7.5
0:05:08.075252,0.43,7.5
0:05:08.278807,0.42,7.5
0:05:08.482297,0.42,7.5
0:05:08.682362,0.42,7.5
0:05:08.883044,0.36,7.5
0:05:09.083443,0.41,7.5
0:05:09.286699,0.41,7.5
0:05:09.487971,0.41,7.5
0:05:09.690686,0.42,7.5
0:05:09.892381,0.42,7.5
0:05:10.095186,0.42,7.5
0:05:10.295339,0.42,7.5
0:05:10.496100,0.41,7.5
0:05:10.711987,0.41,7.5
0:05:10.926214,0.4,7.5
0:05:11.126947,0.42,7.5
0:05:11.328706,0.42,7.5
0:05:11.531481,0.42,7.5
0:05:11.734176,0.42,7.5
0:05:11.949187,0.42,7.5
0:05:12.149468,0.42,7.5
0:05:12.350822,0.42,7.5
0:05:12.552431,0.42,7.5
0:05:12.752643,0.42,7.5
0:05:12.967280,0.42,7.5
0:05:13.167501,0.41,7.5
0:05:13.382349,0.42,7.5
0:05:13.597733,0.42,7.5
0:05:13.797764,0.42,7.5
0:05:13.998982,0.42,7.5
0:05:14.200646,0.42,7.5
0:05:14.403111,0.42,7.5
0:05:14.604096,0.42,7.5
0:05:14.806238,0.42,7.5
0:05:15.007504,0.42,7.5
0:05:15.207707,0.42,7.5
0:05:15.409330,0.42,7.5
0:05:15.610499,0.42,7.5
0:05:15.813880,0.42,7.5
0:05:16.018165,0.42,7.5
0:05:16.219947,0.42,7.5
0:05:16.420455,0.42,7.5
0:05:16.622292,0.42,7.5
0:05:16.822841,0.42,7.5
0:05:17.026076,0.42,7.5
0:05:17.241282,0.43,7.5
0:05:17.443380,0.43,7.5
0:05:17.643688,0.42,7.5
0:05:17.845022,0.42,7.5
0:05:18.048758,0.42,7.5
0:05:18.249989,0.42,7.5
0:05:18.451575,0.42,7.5
0:05:18.653594,0.42,7.5
0:05:18.856821,0.41,7.5
0:05:19.072279,0.41,7.5
0:05:19.278063,0.41,7.5
0:05:19.478361,0.41,7.5
0:05:19.680188,0.41,7.5
0:05:19.880951,0.41,7.5
0:05:20.083061,0.42,7.5
0:05:20.284890,0.41,7.5
0:05:20.488818,0.41,7.5
0:05:20.703025,0.41,7.5
0:05:20.904188,0.41,7.5
0:05:21.105081,0.41,7.5
0:05:21.307819,0.41,7.5
0:05:21.508912,0.41,7.5
0:05:21.709888,0.33,7.5
0:05:21.925208,0.42,7.5
0:05:22.127264,0.42,7.5
0:05:22.342489,0.42,7.5
0:05:22.543965,0.54,7.5
0:05:22.745762,0.61,7.5
0:05:22.947102,0.61,7.5
0:05:23.149084,0.61,7.5
0:05:23.351430,0.57,7.5
0:05:23.554016,0.57,7.5
0:05:23.756486,0.39,7.5
0:05:23.972029,0.39,7.5
0:05:24.173470,0.39,7.5
0:05:24.388931,0.39,7.5
0:05:24.603819,0.39,7.5
0:05:24.807927,0.39,7.5
0:05:25.013530,0.39,7.5
0:05:25.215221,0.38,7.5
0:05:25.430214,0.38,7.5
0:05:25.630704,0.38,7.5
0:05:25.831776,0.38,7.5
0:05:26.033120,0.38,7.5
0:05:26.235213,0.38,7.5
0:05:26.437130,0.38,7.5
0:05:26.638285,0.38,7.5
0:05:26.841693,0.38,7.5
0:05:27.042770,0.38,7.5
0:05:27.245280,0.38,7.5
0:05:27.446422,0.37,7.5
0:05:27.647901,0.37,7.5
0:05:27.849188,0.37,7.5
0:05:28.050631,0.37,7.5
0:05:28.264947,0.37,7.5
0:05:28.478940,0.37,7.5
0:05:28.692904,0.37,7.5
0:05:28.893929,0.37,7.5
0:05:29.094775,0.37,7.5
0:05:29.295786,0.37,7.5
0:05:29.510326,0.37,7.5
0:05:29.712818,0.37,7.5
0:05:29.927889,0.38,7.5
0:05:30.128774,0.38,7.5
0:05:30.342273,0.38,7.5
0:05:30.543035,0.38,7.5
0:05:30.743861,0.38,7.5
0:05:30.946244,0.38,7.5
0:05:31.160885,0.38,7.5
0:05:31.364829,0.38,7.5
0:05:31.567347,0.38,7.5
0:05:31.781975,0.38,7.5
0:05:31.982050,0.38,7.5
0:05:32.182895,0.38,7.5
0:05:32.384154,0.38,7.5
0:05:32.598965,0.38,7.5
0:05:32.798972,0.38,7.5
0:05:32.999797,0.38,7.5
0:05:33.200805,0.38,7.5
0:05:33.401967,0.38,7.5
0:05:33.603051,0.38,7.5
0:05:33.807773,0.38,7.5
0:05:34.010744,0.38,7.5
0:05:34.211984,0.37,7.5
0:05:34.414081,0.37,7.5
